committee_id,cycle_year,cycle_start_date,cycle_end_date,alderman_id,full_name,ward_number,committee_name,committee_scope,match_rule,confidence,review_flag,committee_type,committee_name_registry,committee_purpose,committee_status,committee_creation_date,committee_status_date,active_for_cycle_auto,creation_after_cycle_end,status_before_cycle_start,activity_window_issue,manual_decision,correct_owner_person,correct_owner_type,correct_owner_ward,include_strict_candidate,include_main_named_recipient,include_candidate_clean,include_candidate_all,include_expanded_validated,manual_overrode_activity_window,exclude_reason,review_notes,reviewer,review_date
17565,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Crampton for Alderman Committee,ward,ward_purpose,medium,TRUE,"",Crampton for Alderman Committee,"To fund election campaign for Donald N Crampton, Independent candidate for 1st Ward Alderman, Park Ridge, IL.",F,2003-03-25 00:00:00,2004-04-07 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14289,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Cunningham Campaign Committee,ward,ward_purpose,medium,TRUE,Candidate,Cunningham Campaign Committee,To assist in the election of Samuel D Cunningham as the 1st Ward Alderman of the city of Waukegan,A,1998-05-16 00:00:00,1998-05-16 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15772,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Drebin for Evanston,ward,ward_purpose,medium,TRUE,"",Drebin for Evanston,Support the election of Allan Drebin to office of Alderman of First Ward of Evanston.,F,2001-02-02 00:00:00,2002-01-04 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14330,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,First Ward Democratic Women's Organization,ward,ward_name,medium,TRUE,"",First Ward Democratic Women's Organization,"To Provide A Political Forum For The Democratic Women In The1st Ward Of Chicago, Illinois",F,1998-09-04 00:00:00,2005-07-28 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10197,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Friends Of Ruben Juarez,ward,ward_purpose,medium,TRUE,"",Friends Of Ruben Juarez,To Support The Candidacy Of Ruben Juarez For Alderman Of Thefirst Ward And To Further The Efforts Of Hispanic Political Empowerment In Chicago's First Ward In General,F,1998-12-10 00:00:00,1999-06-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
9382,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Friends and Committee To Elect David A Duran,ward,ward_purpose,medium,TRUE,"",Friends and Committee To Elect David A Duran,The Purpose Of The Committee Is To Support The Candidacy Of David A Duran Candidate For The Office Of 1st Ward Alderman In The City Of Moline IL.,F,1999-05-10 00:00:00,2001-07-30 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
16832,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Friends of Ed Gonzalez,ward,ward_purpose,medium,TRUE,"",Friends of Ed Gonzalez,"To Support the Election and Reelection Efforts of Edward Gonzalez, 1st Ward Alderman.",F,2002-05-20 00:00:00,2006-02-24 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17425,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Friends to Elect Greg Jury,ward,ward_purpose,medium,TRUE,"",Friends to Elect Greg Jury,"To support the candidacy of Greg Jury for the office of 1st Ward Alderman, City of Loves Park.",F,2003-03-03 00:00:00,2005-03-16 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
11172,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,Jess C Gathing Jr For Alderman,ward,ward_purpose,medium,TRUE,"",Jess C Gathing Jr For Alderman,Elect Mr Jess C Gathing Jr To Alderman Of The 1st Ward In The City Of Kankakee Il,F,1995-02-23 00:00:00,1999-07-29 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17284,2003,1999-06-01,2003-05-31,manuel_flores,Manuel Flores,1,United 1st Ward For Howard Crawford,ward,ward_name,medium,TRUE,"",United 1st Ward For Howard Crawford,To support Howard Crawford,F,2002-07-01 00:00:00,2003-04-07 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10152,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,Friends of Alderman Madeline Haithcock,candidate,candidate_full_name,high,FALSE,"",Friends of Alderman Madeline Haithcock,To support Madeline Haithcock in her political  career,F,1993-10-13 00:00:00,2007-08-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
15585,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,2nd Ward Regular Democratic Organization,ward,ward_name,medium,TRUE,"",2nd Ward Regular Democratic Organization,"To support the candidacy of State and Local candidates, support voter registration drives and support Get-Out-The-Vote Drives.",F,2000-10-28 00:00:00,2008-01-21 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15850,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,Anthony Christopher,ward,ward_purpose,medium,TRUE,"",Anthony Christopher,Election of Anthony Christopher as 2nd Ward Alderman,F,2001-01-01 00:00:00,2001-07-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14388,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,Friends of the 2nd Ward,ward,ward_name,medium,TRUE,"",Friends of the 2nd Ward,To support candidates for local and state elections,F,1998-10-07 00:00:00,2003-04-28 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10992,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,Ronald A Lucarini,ward,ward_purpose,medium,TRUE,"",Ronald A Lucarini,Support Ronald A Lucarini For 2nd Ward Alderman,F,1995-01-15 00:00:00,1999-07-22 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4714,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,The 2nd Ward Active Democratic Org,ward,ward_name,medium,TRUE,"",The 2nd Ward Active Democratic Org,To Support Candidates Endorsed By The Second Ward Democrats.,F,1989-06-14 00:00:00,2003-01-30 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
12752,2003,1999-06-01,2003-05-31,madeline_haithcock,Madeline Haithcock,2,Wyman For City Council,ward,ward_purpose,medium,TRUE,"",Wyman For City Council,"This Committee Will Support Ruth E Wyman For Alderman (Alderwoman Of The Second Ward Of The Urbana City Council, Urbana Il)",F,1997-01-17 00:00:00,2001-07-24 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4370,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Citizens for Dorothy Tillman,candidate,candidate_full_name,high,FALSE,"",Citizens for Dorothy Tillman,"To support the candidacy of Dorothy Tillman, Alderman, City of Chicago.",F,1982-08-04 00:00:00,2008-07-09 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
4401,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,3rd Ward Democratic Org,ward,ward_name,medium,TRUE,"",3rd Ward Democratic Org,To support Democratic candidates in the 3rd Ward,F,1985-01-02 00:00:00,2008-01-22 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
6768,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,3rd Ward Organization Citz To Elec Wallace Gator Bradley,ward,ward_name,medium,TRUE,"",3rd Ward Organization Citz To Elec Wallace Gator Bradley,"Voter Registration, Motivate & Educate",F,1998-07-01 00:00:00,2001-05-16 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
12749,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Citizens For Melissa A Wynne,ward,ward_purpose,medium,TRUE,"",Citizens For Melissa A Wynne,To Support Re-election of Melissa A Wynne's for 3rd Ward Alderman.,F,2001-01-29 00:00:00,2001-07-30 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4742,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Citizens for Richard Toman,ward,ward_purpose,medium,TRUE,"",Citizens for Richard Toman,To elect Richard Toman Alderman of the 3rd Ward,F,1987-11-05 00:00:00,2004-02-23 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17000,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Citizens for Sawyer,ward,ward_purpose,medium,TRUE,"",Citizens for Sawyer,To support Kenny Sawyer's campaign to be elected as Alderman of the Third Ward.,F,2002-09-09 00:00:00,2003-07-30 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
8968,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Citz To Elect Jambor-Smith,ward,ward_purpose,medium,TRUE,"",Citz To Elect Jambor-Smith,"Campaign For State Senator, 34th District/Alderman 3rd Ward City Of Rockford.",F,1992-12-11 00:00:00,2001-07-27 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
11202,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Citz To Elect Kevin Perkins,ward,ward_purpose,medium,TRUE,"",Citz To Elect Kevin Perkins,"To Support The Candidacy Of Kevin Perkins For The Office Of Alderperson In The City Of Chicago Heights, Il 3rd Ward",F,1998-02-19 00:00:00,2001-10-23 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14484,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Comm To Elect Lawrence W Buske,ward,ward_purpose,medium,TRUE,"",Comm To Elect Lawrence W Buske,To Elect Lawrence W. Buske 3rd Ward Alderman In City Of Rolling Meadows,F,1998-11-18 00:00:00,1999-07-29 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17036,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Committee to Elect Dorothy Olivier-Harris,ward,ward_purpose,medium,TRUE,"",Committee to Elect Dorothy Olivier-Harris,"To elect Dorothy Olivier-Harris the Alderman of the 3rd Ward, Chicago, IL",F,2002-08-24 00:00:00,2006-07-25 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
12594,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Committee to Elect Rick Pollack,ward,ward_purpose,medium,TRUE,"",Committee to Elect Rick Pollack,To support the candidacy of Rick Pollack for 3rd Ward Alderman in the City of Rockford and State of Illinois,F,1996-11-26 00:00:00,2003-01-16 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17580,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Michael Zawlocki Re-Election Committee,ward,ward_purpose,medium,TRUE,"",Michael Zawlocki Re-Election Committee,"To support the candidacy of Michael Zawlocki for office of 3rd Ward Alderman, Loves Park, IL",F,2003-04-04 00:00:00,2003-06-19 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15762,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,Schoenekase for Alderman Committee,ward,ward_purpose,medium,TRUE,"",Schoenekase for Alderman Committee,Election to elect Roger Schoenekase Alderman 3rd Ward.,F,2001-01-31 00:00:00,2002-05-29 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
6149,2003,1999-06-01,2003-05-31,dorothy_tillman,Dorothy Tillman,3,The 3rd Ward Active Democratic Org,ward,ward_name,medium,TRUE,"",The 3rd Ward Active Democratic Org,To Support Or Oppose Candidates For Local Or State Office,F,1998-09-01 00:00:00,2001-05-16 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4357,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Citizens For Preckwinkle,candidate,manual_review:include_main_candidate,manual,FALSE,,Citizens For Preckwinkle,To support the candidacy of Toni Preckwinkle for public office.,F,1982-12-01 00:00:00,2011-01-04 00:00:00,TRUE,FALSE,FALSE,FALSE,include_main_candidate,Toni Preckwinkle,candidate,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"",Registry purpose identifies Toni Preckwinkle candidacy,codex_registry_review,2026-06-03
8766,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,4th Ward Democratic Org,ward,ward_name,medium,TRUE,Political Party,4th Ward Democratic Org,Democratic political activity in the 4th Ward,A,1992-10-19 00:00:00,1992-10-19 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
11037,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Citizens for Bublich,ward,ward_purpose,medium,TRUE,"",Citizens for Bublich,To support the candidacy of Romayne S Bublich for 4th Ward Alderman of Calumet City Il 60409,F,1995-02-15 00:00:00,2003-07-31 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17490,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Citizens for Frimark,ward,ward_purpose,medium,TRUE,"",Citizens for Frimark,"4th Ward Alderman, Park Ridge, IL",F,2003-03-05 00:00:00,2003-07-30 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17046,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Citizens to Elect Norman H Bolden,ward,ward_purpose,medium,TRUE,Candidate,Citizens to Elect Norman H Bolden,To elect and support Norman H Bolden as Alderman - 4th Ward,F,2002-09-30 00:00:00,2015-07-09 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
12893,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Committee To Re-Elect Alderman Steve Bernstein,ward,ward_purpose,medium,TRUE,"",Committee To Re-Elect Alderman Steve Bernstein,"To support the candidacy of Steven James Bernstein for 4th Ward Alderman, Evanston City Council.",F,2001-02-20 00:00:00,2001-09-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
16058,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Committee to Elect Annalisa McMaster,ward,ward_purpose,medium,TRUE,"",Committee to Elect Annalisa McMaster,To Have Annalisa McMaster Elected a DeKalb's Fourth Ward Alderman,F,2001-03-20 00:00:00,2001-04-09 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14738,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Committee to Elect Earl L Renquin Jr,ward,ward_purpose,medium,TRUE,"",Committee to Elect Earl L Renquin Jr,"To Support the Candidacy of Earl L Renquin Jr; 4th Ward Alderman in the City of Northlake IL, Cook County",F,1999-03-20 00:00:00,1999-08-11 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
15895,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Committee to Elect Mimi Peterson,ward,ward_purpose,medium,TRUE,"",Committee to Elect Mimi Peterson,"To elect Mimi Peterson Alderman of the 4th Ward, Evanston, IL.",F,2001-02-23 00:00:00,2001-07-13 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
10609,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Friends Of Kwame Raoul,ward,ward_purpose,medium,TRUE,"",Friends Of Kwame Raoul,Election Of Kwame Raoul 4th Ward Aldermad,F,1998-12-01 00:00:00,2000-02-10 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
16006,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Friends of Dick Potter,ward,ward_purpose,medium,TRUE,"",Friends of Dick Potter,To elect Dick Potter to 4th Ward Alderman in the City of Moline.,F,2001-03-14 00:00:00,2005-07-05 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17433,2003,1999-06-01,2003-05-31,toni_preckwinkle,Toni Preckwinkle,4,Friends of Jim Radermacher,ward,ward_purpose,medium,TRUE,"",Friends of Jim Radermacher,"To support the candidacy of James Radermacher for the office of Alderman in the Fourth Ward of Park Ridge, IL.",F,2003-03-05 00:00:00,2007-01-22 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14216,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Friends of Leslie A Hairston,candidate,candidate_first_last,high,FALSE,Candidate,Friends of Leslie A Hairston,To facilitate the election of Leslie A Hairston as Fifth Ward Alderman,F,1998-06-23 00:00:00,2024-04-15 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"","","",""
12429,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,5th Ward New Democratic Org,ward,ward_name,medium,TRUE,"",5th Ward New Democratic Org,Ward Organization/Voter Registration/Election Mamagement,F,1996-10-22 00:00:00,2000-07-31 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17228,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Anderson for Alderman,ward,ward_purpose,medium,TRUE,"",Anderson for Alderman,"To support the candidacy of Mark Anderson for Fifth Ward Alderman, Park Ridge, IL",F,2003-01-09 00:00:00,2003-07-07 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
5450,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Bob Vose For Alderman Campaign,ward,ward_purpose,medium,TRUE,"",Bob Vose For Alderman Campaign,"To Finance The Campaign Of Bob Vose For Aldermanic Candidacyin The 5th Ward Of Springfield, Il, Sangamon County.",F,1987-09-17 00:00:00,1999-07-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4703,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Citizens To Elect Rochelle Whyte-Washington,ward,ward_purpose,medium,TRUE,"",Citizens To Elect Rochelle Whyte-Washington,To Support The Candidacy Of Rochelle Whyte-Washington For The Office of 5th Ward Alderman,F,2001-02-28 00:00:00,2001-07-31 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17246,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,"Citizens for Edith """"Edie"""" Newsome",ward,ward_purpose,medium,TRUE,Candidate,"Citizens for Edith ""Edie"" Newsome","To support the candidacy of Edith ""Edie"" Newsome for the Office of Alderman (5th Ward - Waukegan).",F,2003-01-17 00:00:00,2018-10-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
4642,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Citizens for Gregory Skubisz,ward,ward_purpose,medium,TRUE,"",Citizens for Gregory Skubisz,To elect Gregory Skubisz Alderman of the 5th Ward of Calumet City,F,1987-03-01 00:00:00,2002-08-23 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
9156,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Citizens for Ken Hinterlong,ward,ward_purpose,medium,TRUE,"",Citizens for Ken Hinterlong,To support Ken Hinterlong for Alderman Fifth Ward City of Aurora,F,2003-03-01 00:00:00,2004-01-07 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
17177,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Citizens for Oscar Worrill,ward,ward_purpose,medium,TRUE,"",Citizens for Oscar Worrill,Elect Candidate to 5th Ward Alderman.,F,2002-12-09 00:00:00,2007-07-20 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
14671,2003,1999-06-01,2003-05-31,leslie_hairston,Leslie Hairston,5,Citizens to Elect Alex Garcilazo,ward,ward_purpose,medium,TRUE,"",Citizens to Elect Alex Garcilazo,To elect Alderman 5th Ward,F,1999-01-01 00:00:00,1999-08-02 00:00:00,TRUE,FALSE,FALSE,FALSE,"","","","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","",""
