pin,pin10,card,year,class,township_code,tieback_key_pin,tieback_proration_rate,card_proration_rate,char_yrblt,char_building_sf,char_bedrooms,char_full_baths,char_half_baths,char_building_non_units,char_building_pins,char_land_sf,pin_is_multiland,pin_num_landlines,bldg_is_mixed_use,is_parking_space,is_common_area,row_id,char_unit_sf,cdu
13233220471004,1323322047,1,2023,299,71,13233220471004,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710042023,1372,NA
13233220471004,1323322047,1.0,2024.0,299,71,13233220471004,0.15,0.15,2019.0,10764.0,2.0,2.0,NA,0.0,6.0,6270.0,FALSE,1.0,FALSE,FALSE,FALSE,132332204710042024,1372.0,NA
13233220471004,1323322047,1.0,2025,299,71,13233220471004,0.15,0.15,2019.0,10764.0,2.0,2.0,NA,0,6,6270.0,FALSE,1,FALSE,FALSE,FALSE,132332204710042025,1372.0,NA
13233220471005,1323322047,1,2021,299,71,13233220471005,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710052021,1372,NA
13233220471005,1323322047,1,2022,299,71,13233220471005,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710052022,1372,NA
13233220471005,1323322047,1,2023,299,71,13233220471005,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710052023,1372,NA
13233220471005,1323322047,1.0,2024.0,299,71,13233220471005,0.15,0.15,2019.0,10764.0,2.0,2.0,NA,0.0,6.0,6270.0,FALSE,1.0,FALSE,FALSE,FALSE,132332204710052024,1372.0,NA
13233220471005,1323322047,1.0,2025,299,71,13233220471005,0.15,0.15,2019.0,10764.0,2.0,2.0,NA,0,6,6270.0,FALSE,1,FALSE,FALSE,FALSE,132332204710052025,1372.0,NA
13233220471006,1323322047,1,2021,299,71,13233220471006,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710062021,1372,NA
13233220471006,1323322047,1,2022,299,71,13233220471006,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710062022,1372,NA
13233220471006,1323322047,1,2023,299,71,13233220471006,0.15,0.15,2019,10764,2,2,NA,0,6,6270,FALSE,1,FALSE,FALSE,FALSE,132332204710062023,1372,NA
13233220471006,1323322047,1.0,2024.0,299,71,13233220471006,0.15,0.15,2019.0,10764.0,2.0,2.0,NA,0.0,6.0,6270.0,FALSE,1.0,FALSE,FALSE,FALSE,132332204710062024,1372.0,NA
13233220471006,1323322047,1.0,2025,299,71,13233220471006,0.15,0.15,2019.0,10764.0,2.0,2.0,NA,0,6,6270.0,FALSE,1,FALSE,FALSE,FALSE,132332204710062025,1372.0,NA
13362020681001,1336202068,1.0,2024.0,299,77,13362020681001,0.3013,0.3013,2023.0,NA,NA,NA,NA,0.0,4.0,3581.0,FALSE,1.0,FALSE,FALSE,FALSE,133620206810012024,NA,NA
13362020681001,1336202068,1.0,2025,299,77,13362020681001,0.3013,0.3013,2023.0,NA,NA,NA,NA,0,4,3581.0,FALSE,1,FALSE,FALSE,FALSE,133620206810012025,NA,NA
13362020681002,1336202068,1.0,2024.0,299,77,13362020681001,0.2181,0.2181,2023.0,NA,NA,NA,NA,0.0,4.0,3581.0,FALSE,1.0,FALSE,FALSE,FALSE,133620206810022024,NA,NA
13362020681002,1336202068,1.0,2025,299,77,13362020681001,0.2181,0.2181,2023.0,NA,NA,NA,NA,0,4,3581.0,FALSE,1,FALSE,FALSE,FALSE,133620206810022025,NA,NA
13362020681003,1336202068,1.0,2024.0,299,77,13362020681001,0.2224,0.2224,2023.0,NA,NA,NA,NA,0.0,4.0,3581.0,FALSE,1.0,FALSE,FALSE,FALSE,133620206810032024,NA,NA
13362020681003,1336202068,1.0,2025,299,77,13362020681001,0.2224,0.2224,2023.0,NA,NA,NA,NA,0,4,3581.0,FALSE,1,FALSE,FALSE,FALSE,133620206810032025,NA,NA
13362020681004,1336202068,1.0,2024.0,299,77,13362020681001,0.2582,0.2582,2023.0,NA,NA,NA,NA,0.0,4.0,3581.0,FALSE,1.0,FALSE,FALSE,FALSE,133620206810042024,NA,NA
13362020681004,1336202068,1.0,2025,299,77,13362020681001,0.2582,0.2582,2023.0,NA,NA,NA,NA,0,4,3581.0,FALSE,1,FALSE,FALSE,FALSE,133620206810042025,NA,NA
14073170441001,1407317044,1,2022,299,73,14073170441001,0.4108,0.4108,2021,6584,3,2,NA,0,3,3172,FALSE,1,FALSE,FALSE,FALSE,140731704410012022,NA,NA
14073170441001,1407317044,1,2023,299,73,14073170441001,0.4108,0.4108,2021,6584,3,2,NA,0,3,3172,FALSE,1,FALSE,FALSE,FALSE,140731704410012023,NA,NA
14073170441001,1407317044,1.0,2024.0,299,73,14073170441001,0.4108,0.4108,2021.0,6584.0,3.0,2.0,NA,0.0,3.0,3172.0,FALSE,1.0,FALSE,FALSE,FALSE,140731704410012024,NA,NA
14073170441001,1407317044,1.0,2025,299,73,14073170441001,0.4108,0.4108,2021.0,6584.0,3.0,2.0,NA,0,3,3172.0,FALSE,1,FALSE,FALSE,FALSE,140731704410012025,NA,NA
14073170441002,1407317044,1,2022,299,73,14073170441001,0.2708,0.2708,2021,6584,3,2,NA,0,3,3172,FALSE,1,FALSE,FALSE,FALSE,140731704410022022,NA,NA
14073170441002,1407317044,1,2023,299,73,14073170441001,0.2708,0.2708,2021,6584,3,2,NA,0,3,3172,FALSE,1,FALSE,FALSE,FALSE,140731704410022023,NA,NA
14073170441002,1407317044,1.0,2024.0,299,73,14073170441001,0.2708,0.2708,2021.0,6584.0,3.0,2.0,NA,0.0,3.0,3172.0,FALSE,1.0,FALSE,FALSE,FALSE,140731704410022024,NA,NA
14073170441002,1407317044,1.0,2025,299,73,14073170441001,0.2708,0.2708,2021.0,6584.0,3.0,2.0,NA,0,3,3172.0,FALSE,1,FALSE,FALSE,FALSE,140731704410022025,NA,NA
14073170441003,1407317044,1,2022,299,73,14073170441001,0.3184,0.3184,2021,6584,3,2,NA,0,3,3172,FALSE,1,FALSE,FALSE,FALSE,140731704410032022,NA,NA
14073170441003,1407317044,1,2023,299,73,14073170441001,0.3184,0.3184,2021,6584,3,2,NA,0,3,3172,FALSE,1,FALSE,FALSE,FALSE,140731704410032023,NA,NA
14073170441003,1407317044,1.0,2024.0,299,73,14073170441001,0.3184,0.3184,2021.0,6584.0,3.0,2.0,NA,0.0,3.0,3172.0,FALSE,1.0,FALSE,FALSE,FALSE,140731704410032024,NA,NA
14073170441003,1407317044,1.0,2025,299,73,14073170441001,0.3184,0.3184,2021.0,6584.0,3.0,2.0,NA,0,3,3172.0,FALSE,1,FALSE,FALSE,FALSE,140731704410032025,NA,NA
14073250531001,1407325053,1,2022,299,73,14073250531001,0.38280000000000003,0.38280000000000003,2021,6476,4,2,1,0,3,3050,FALSE,1,FALSE,FALSE,FALSE,140732505310012022,NA,NA
14073250531001,1407325053,1,2023,299,73,14073250531001,0.38280000000000003,0.38280000000000003,2021,6476,4,2,1,0,3,3050,FALSE,1,FALSE,FALSE,FALSE,140732505310012023,NA,NA
14073250531001,1407325053,1.0,2024.0,299,73,14073250531001,0.3828,0.3828,2021.0,6476.0,4.0,2.0,1.0,0.0,3.0,3050.0,FALSE,1.0,FALSE,FALSE,FALSE,140732505310012024,NA,NA
14073250531001,1407325053,1.0,2025,299,73,14073250531001,0.3828,0.3828,2021.0,6476.0,4.0,2.0,1.0,0,3,3050.0,FALSE,1,FALSE,FALSE,FALSE,140732505310012025,NA,NA
14073250531002,1407325053,1,2022,299,73,14073250531001,0.2409,0.2409,2021,6476,2,2,NA,0,3,3050,FALSE,1,FALSE,FALSE,FALSE,140732505310022022,NA,NA
14073250531002,1407325053,1,2023,299,73,14073250531001,0.2409,0.2409,2021,6476,2,2,NA,0,3,3050,FALSE,1,FALSE,FALSE,FALSE,140732505310022023,NA,NA
14073250531002,1407325053,1.0,2024.0,299,73,14073250531001,0.2409,0.2409,2021.0,6476.0,2.0,2.0,NA,0.0,3.0,3050.0,FALSE,1.0,FALSE,FALSE,FALSE,140732505310022024,NA,NA
14073250531002,1407325053,1.0,2025,299,73,14073250531001,0.2409,0.2409,2021.0,6476.0,2.0,2.0,NA,0,3,3050.0,FALSE,1,FALSE,FALSE,FALSE,140732505310022025,NA,NA
14073250531003,1407325053,1,2022,299,73,14073250531001,0.3763,0.3763,2021,6476,3,3,NA,0,3,3050,FALSE,1,FALSE,FALSE,FALSE,140732505310032022,2250,NA
14073250531003,1407325053,1,2023,299,73,14073250531001,0.3763,0.3763,2021,6476,3,3,NA,0,3,3050,FALSE,1,FALSE,FALSE,FALSE,140732505310032023,2250,NA
14073250531003,1407325053,1.0,2024.0,299,73,14073250531001,0.3763,0.3763,2021.0,6476.0,3.0,3.0,NA,0.0,3.0,3050.0,FALSE,1.0,FALSE,FALSE,FALSE,140732505310032024,2250.0,NA
14073250531003,1407325053,1.0,2025,299,73,14073250531001,0.3763,0.3763,2021.0,6476.0,3.0,3.0,NA,0,3,3050.0,FALSE,1,FALSE,FALSE,FALSE,140732505310032025,2250.0,NA
14083070531001,1408307053,1,2023,299,73,14083070531001,0.384,0.384,2022,5864,4,3,1,0,3,3349,FALSE,1,FALSE,FALSE,FALSE,140830705310012023,NA,NA
14083070531001,1408307053,1.0,2024.0,299,73,14083070531001,0.384,0.384,2022.0,5864.0,4.0,3.0,1.0,0.0,3.0,3349.0,FALSE,1.0,FALSE,FALSE,FALSE,140830705310012024,NA,NA
14083070531001,1408307053,1.0,2025,299,73,14083070531001,0.384,0.384,2022.0,5864.0,4.0,3.0,1.0,0,3,3349.0,FALSE,1,FALSE,FALSE,FALSE,140830705310012025,NA,NA
14083070531002,1408307053,1,2023,299,73,14083070531001,0.27399999999999997,0.27399999999999997,2022,5864,2,2,NA,0,3,3349,FALSE,1,FALSE,FALSE,FALSE,140830705310022023,NA,NA
14083070531002,1408307053,1.0,2024.0,299,73,14083070531001,0.274,0.274,2022.0,5864.0,2.0,2.0,NA,0.0,3.0,3349.0,FALSE,1.0,FALSE,FALSE,FALSE,140830705310022024,NA,NA
14083070531002,1408307053,1.0,2025,299,73,14083070531001,0.274,0.274,2022.0,5864.0,2.0,2.0,NA,0,3,3349.0,FALSE,1,FALSE,FALSE,FALSE,140830705310022025,NA,NA
14083070531003,1408307053,1,2023,299,73,14083070531001,0.342,0.342,2022,5864,2,2,NA,0,3,3349,FALSE,1,FALSE,FALSE,FALSE,140830705310032023,NA,NA
14083070531003,1408307053,1.0,2024.0,299,73,14083070531001,0.342,0.342,2022.0,5864.0,2.0,2.0,NA,0.0,3.0,3349.0,FALSE,1.0,FALSE,FALSE,FALSE,140830705310032024,NA,NA
14083070531003,1408307053,1.0,2025,299,73,14083070531001,0.342,0.342,2022.0,5864.0,2.0,2.0,NA,0,3,3349.0,FALSE,1,FALSE,FALSE,FALSE,140830705310032025,NA,NA
14184050381001,1418405038,1.0,2024.0,299,73,14184050381001,0.094,0.094,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810012024,NA,NA
14184050381001,1418405038,1.0,2025,299,73,14184050381001,0.094,0.094,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810012025,NA,NA
14184050381002,1418405038,1.0,2024.0,299,73,14184050381001,0.1316,0.1316,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810022024,NA,NA
14184050381002,1418405038,1.0,2025,299,73,14184050381001,0.1316,0.1316,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810022025,NA,NA
14184050381003,1418405038,1.0,2024.0,299,73,14184050381001,0.1372,0.1372,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810032024,NA,NA
14184050381003,1418405038,1.0,2025,299,73,14184050381001,0.1372,0.1372,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810032025,NA,NA
14184050381004,1418405038,1.0,2024.0,299,73,14184050381001,0.156,0.156,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810042024,NA,NA
14184050381004,1418405038,1.0,2025,299,73,14184050381001,0.156,0.156,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810042025,NA,NA
14184050381005,1418405038,1.0,2024.0,299,73,14184050381001,0.188,0.188,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810052024,NA,NA
14184050381005,1418405038,1.0,2025,299,73,14184050381001,0.188,0.188,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810052025,NA,NA
14184050381006,1418405038,1.0,2024.0,299,73,14184050381001,0.1372,0.1372,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810062024,NA,NA
14184050381006,1418405038,1.0,2025,299,73,14184050381001,0.1372,0.1372,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810062025,NA,NA
14184050381007,1418405038,1.0,2024.0,299,73,14184050381001,0.156,0.156,2023.0,NA,NA,NA,NA,0.0,7.0,8223.0,FALSE,1.0,FALSE,FALSE,FALSE,141840503810072024,NA,NA
14184050381007,1418405038,1.0,2025,299,73,14184050381001,0.156,0.156,2023.0,NA,NA,NA,NA,0,7,8223.0,FALSE,1,FALSE,FALSE,FALSE,141840503810072025,NA,NA
14201060661001,1420106066,1,2022,299,73,14201060661001,0.47,0.47,2021,6448,4,2,1,0,2,3755,FALSE,1,FALSE,FALSE,FALSE,142010606610012022,3000,NA
14201060661001,1420106066,1,2023,299,73,14201060661001,0.47,0.47,2021,6448,4,2,1,0,2,3755,FALSE,1,FALSE,FALSE,FALSE,142010606610012023,3000,NA
14201060661001,1420106066,1.0,2024.0,299,73,14201060661001,0.47,0.47,2021.0,6448.0,4.0,2.0,1.0,0.0,2.0,3755.0,FALSE,1.0,FALSE,FALSE,FALSE,142010606610012024,3000.0,NA
14201060661001,1420106066,1.0,2025,299,73,14201060661001,0.47,0.47,2021.0,6448.0,4.0,2.0,1.0,0,2,3755.0,FALSE,1,FALSE,FALSE,FALSE,142010606610012025,3000.0,NA
14201060661002,1420106066,1,2022,299,73,14201060661001,0.53,0.53,2021,6448,4,2,1,0,2,3755,FALSE,1,FALSE,FALSE,FALSE,142010606610022022,3000,NA
14201060661002,1420106066,1,2023,299,73,14201060661001,0.53,0.53,2021,6448,4,2,1,0,2,3755,FALSE,1,FALSE,FALSE,FALSE,142010606610022023,3000,NA
14201060661002,1420106066,1.0,2024.0,299,73,14201060661001,0.53,0.53,2021.0,6448.0,4.0,2.0,1.0,0.0,2.0,3755.0,FALSE,1.0,FALSE,FALSE,FALSE,142010606610022024,3000.0,NA
14201060661002,1420106066,1.0,2025,299,73,14201060661001,0.53,0.53,2021.0,6448.0,4.0,2.0,1.0,0,2,3755.0,FALSE,1,FALSE,FALSE,FALSE,142010606610022025,3000.0,NA
14204000431001,1420400043,1,2022,299,73,14204000431001,0.40869999999999995,0.40869999999999995,2021,8200,4,3,NA,3,6,3069,FALSE,1,FALSE,FALSE,FALSE,142040004310012022,1700,NA
14204000431001,1420400043,1,2023,299,73,14204000431001,0.40869999999999995,0.40869999999999995,2021,8200,4,3,NA,3,6,3069,FALSE,1,FALSE,FALSE,FALSE,142040004310012023,1700,NA
14204000431001,1420400043,1.0,2024.0,299,73,14204000431001,0.4087,0.4087,2021.0,8200.0,4.0,3.0,NA,3.0,6.0,3069.0,FALSE,1.0,FALSE,FALSE,FALSE,142040004310012024,1700.0,NA
14204000431001,1420400043,1.0,2025,299,73,14204000431001,0.4087,0.4087,2021.0,8200.0,4.0,3.0,NA,3,6,3069.0,FALSE,1,FALSE,FALSE,FALSE,142040004310012025,1700.0,NA
14204000431002,1420400043,1,2022,299,73,14204000431001,0.2547,0.2547,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,FALSE,FALSE,142040004310022022,1200,NA
14204000431002,1420400043,1,2023,299,73,14204000431001,0.2547,0.2547,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,FALSE,FALSE,142040004310022023,1200,NA
14204000431002,1420400043,1.0,2024.0,299,73,14204000431001,0.2547,0.2547,2021.0,8200.0,2.0,2.0,NA,3.0,6.0,3069.0,FALSE,1.0,FALSE,FALSE,FALSE,142040004310022024,1200.0,NA
14204000431002,1420400043,1.0,2025,299,73,14204000431001,0.2547,0.2547,2021.0,8200.0,2.0,2.0,NA,3,6,3069.0,FALSE,1,FALSE,FALSE,FALSE,142040004310022025,1200.0,NA
14204000431003,1420400043,1,2022,299,73,14204000431001,0.3102,0.3102,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,FALSE,FALSE,142040004310032022,1200,NA
14204000431003,1420400043,1,2023,299,73,14204000431001,0.3102,0.3102,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,FALSE,FALSE,142040004310032023,1200,NA
14204000431003,1420400043,1.0,2024.0,299,73,14204000431001,0.3102,0.3102,2021.0,8200.0,2.0,2.0,NA,3.0,6.0,3069.0,FALSE,1.0,FALSE,FALSE,FALSE,142040004310032024,1200.0,NA
14204000431003,1420400043,1.0,2025,299,73,14204000431001,0.3102,0.3102,2021.0,8200.0,2.0,2.0,NA,3,6,3069.0,FALSE,1,FALSE,FALSE,FALSE,142040004310032025,1200.0,NA
14204000431004,1420400043,1,2022,299,73,14204000431001,0.0088,0.0088,2021,8200,4,3,NA,3,6,3069,FALSE,1,FALSE,TRUE,FALSE,142040004310042022,1700,GR
14204000431004,1420400043,1,2023,299,73,14204000431001,0.0088,0.0088,2021,8200,4,3,NA,3,6,3069,FALSE,1,FALSE,TRUE,FALSE,142040004310042023,1700,GR
14204000431004,1420400043,1.0,2024.0,299,73,14204000431001,0.0088,0.0088,2021.0,8200.0,4.0,3.0,NA,3.0,6.0,3069.0,FALSE,1.0,FALSE,TRUE,FALSE,142040004310042024,1700.0,GR
14204000431004,1420400043,1.0,2025,299,73,14204000431001,0.0088,0.0088,2021.0,8200.0,4.0,3.0,NA,3,6,3069.0,FALSE,1,FALSE,TRUE,FALSE,142040004310042025,1700.0,GR
14204000431005,1420400043,1,2022,299,73,14204000431001,0.0088,0.0088,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,TRUE,FALSE,142040004310052022,1200,GR
14204000431005,1420400043,1,2023,299,73,14204000431001,0.0088,0.0088,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,TRUE,FALSE,142040004310052023,1200,GR
14204000431005,1420400043,1.0,2024.0,299,73,14204000431001,0.0088,0.0088,2021.0,8200.0,2.0,2.0,NA,3.0,6.0,3069.0,FALSE,1.0,FALSE,TRUE,FALSE,142040004310052024,1200.0,GR
14204000431005,1420400043,1.0,2025,299,73,14204000431001,0.0088,0.0088,2021.0,8200.0,2.0,2.0,NA,3,6,3069.0,FALSE,1,FALSE,TRUE,FALSE,142040004310052025,1200.0,GR
14204000431006,1420400043,1,2022,299,73,14204000431001,0.0088,0.0088,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,TRUE,FALSE,142040004310062022,1200,GR
14204000431006,1420400043,1,2023,299,73,14204000431001,0.0088,0.0088,2021,8200,2,2,NA,3,6,3069,FALSE,1,FALSE,TRUE,FALSE,142040004310062023,1200,GR
14204000431006,1420400043,1.0,2024.0,299,73,14204000431001,0.0088,0.0088,2021.0,8200.0,2.0,2.0,NA,3.0,6.0,3069.0,FALSE,1.0,FALSE,TRUE,FALSE,142040004310062024,1200.0,GR
14204000431006,1420400043,1.0,2025,299,73,14204000431001,0.0088,0.0088,2021.0,8200.0,2.0,2.0,NA,3,6,3069.0,FALSE,1,FALSE,TRUE,FALSE,142040004310062025,1200.0,GR
14204010441001,1420401044,1,2021,299,73,14204010441001,0.19940000000000002,0.19940000000000002,2014,5400,2,2,NA,0,6,6232,FALSE,1,FALSE,FALSE,FALSE,142040104410012021,1100,NA
14204010441001,1420401044,1,2022,299,73,14204010441001,0.19940000000000002,0.19940000000000002,2014,5400,2,2,NA,0,6,6232,FALSE,1,FALSE,FALSE,FALSE,142040104410012022,1100,NA
14204010441001,1420401044,1,2023,299,73,14204010441001,0.19940000000000002,0.19940000000000002,2014,5400,2,2,NA,0,6,6232,FALSE,1,FALSE,FALSE,FALSE,142040104410012023,1100,NA
14204010441001,1420401044,1.0,2024.0,299,73,14204010441001,0.1994,0.1994,2014.0,5400.0,2.0,2.0,NA,0.0,6.0,6232.0,FALSE,1.0,FALSE,FALSE,FALSE,142040104410012024,1100.0,NA
14204010441001,1420401044,1.0,2025,299,73,14204010441001,0.1994,0.1994,2014.0,5400.0,2.0,2.0,NA,0,6,6232.0,FALSE,1,FALSE,FALSE,FALSE,142040104410012025,1100.0,NA
14204010441002,1420401044,1,2021,299,73,14204010441001,0.19940000000000002,0.19940000000000002,2014,5400,2,2,NA,0,6,6232,FALSE,1,FALSE,FALSE,FALSE,142040104410022021,900,NA
14204010441002,1420401044,1,2022,299,73,14204010441001,0.19940000000000002,0.19940000000000002,2014,5400,2,2,NA,0,6,6232,FALSE,1,FALSE,FALSE,FALSE,142040104410022022,900,NA
14204010441002,1420401044,1,2023,299,73,14204010441001,0.19940000000000002,0.19940000000000002,2014,5400,2,2,NA,0,6,6232,FALSE,1,FALSE,FALSE,FALSE,142040104410022023,900,NA
14204010441002,1420401044,1.0,2024.0,299,73,14204010441001,0.1994,0.1994,2014.0,5400.0,2.0,2.0,NA,0.0,6.0,6232.0,FALSE,1.0,FALSE,FALSE,FALSE,142040104410022024,900.0,NA
14204010441002,1420401044,1.0,2025,299,73,14204010441001,0.1994,0.1994,2014.0,5400.0,2.0,2.0,NA,0,6,6232.0,FALSE,1,FALSE,FALSE,FALSE,142040104410022025,900.0,NA
