stage,reference_location,reference_sha256,restored_sha256,comparison,check_scope,checked_date
multicard_external_review_queue.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_external_review_queue.csv,74f7aaa299611f5268fec8b284b470ea7684aa51dd3f4bf49f95753ad51cacf0,74f7aaa299611f5268fec8b284b470ea7684aa51dd3f4bf49f95753ad51cacf0,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_external_reviewed_model_input.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_external_reviewed_model_input.csv,ca702e16a8c04606f91ac6f6d70bff5a0a0846df9b17c5e0d9be105a0bdfda5c,618aa0f1bb0afaa418832fba5f8548e4831c36e08dfa4ead89029d6bf1822db7,inherited_score_fields_differ_construction_attributes_match,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_permit_adjudication_links.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_permit_adjudication_links.csv,289dbe6c81f00856cc2f14272074a246ffa9b520dcfec0c1ac1bbd94a8c35f78,289dbe6c81f00856cc2f14272074a246ffa9b520dcfec0c1ac1bbd94a8c35f78,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
project_verification_ledger.csv,tasks/audits/new_construction_project_verification/output/project_verification_ledger.csv,7d1cce223abb8418416155652525da1f5c784ab435edd34eb33ea72939f4aeb2,7d1cce223abb8418416155652525da1f5c784ab435edd34eb33ea72939f4aeb2,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
project_permit_history.csv,tasks/audits/new_construction_project_verification/output/project_permit_history.csv,a1dd4d3b9fce964d56739df0b2a6892dd59f86b199b0f7bf8b950802e69a678a,a1dd4d3b9fce964d56739df0b2a6892dd59f86b199b0f7bf8b950802e69a678a,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
extended_permit_candidate_summary.csv,tasks/audits/new_construction_project_verification/output/extended_permit_candidate_summary.csv,038698b0f19890badf20936837fdccc87129362af32de0a5d2875978e0d1bf11,038698b0f19890badf20936837fdccc87129362af32de0a5d2875978e0d1bf11,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
reviewed_project_ledger.csv,tasks/audits/new_construction_project_verification/output/reviewed_project_ledger.csv,4eaa02013aeea86be0b35f7eb570ccf364837d079aaa7f0b93b74f7ee77ce309,4eaa02013aeea86be0b35f7eb570ccf364837d079aaa7f0b93b74f7ee77ce309,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
assessor_only_validation.csv,tasks/audits/new_construction_project_verification/output/assessor_only_validation.csv,da478acf396dec9bf79f36f525b2357dd624eb443808269f880b396df8c285a7,da478acf396dec9bf79f36f525b2357dd624eb443808269f880b396df8c285a7,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
assessor_only_exact_permit_summary.csv,tasks/audits/new_construction_project_verification/output/assessor_only_exact_permit_summary.csv,35d639aaffd3c216f69a369405281352677abe6d493c55655daf1b9fbefbf9b5,35d639aaffd3c216f69a369405281352677abe6d493c55655daf1b9fbefbf9b5,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_project_verification_ledger.csv,tasks/audits/new_construction_project_verification/output/final_project_verification_ledger.csv,ed13fc5831fd0a03d29e34937f4aa6f3d2c48004cfd3e5786f0a11825e25650b,ed13fc5831fd0a03d29e34937f4aa6f3d2c48004cfd3e5786f0a11825e25650b,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_adjudication_evidence.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_adjudication_evidence.csv,c37502640d7d707e87dd36f8642050b0362d04e9ef88e3aacf7c3bf67efe56bd,c37502640d7d707e87dd36f8642050b0362d04e9ef88e3aacf7c3bf67efe56bd,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_successor_building_candidates.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_successor_building_candidates.csv,85f5f9f8171d4a287adf65936181a4cb3a5528068df21980648dcab801e5a027,85f5f9f8171d4a287adf65936181a4cb3a5528068df21980648dcab801e5a027,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_component_successor_matches.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_component_successor_matches.csv,aafe0a4a982097ed7199a4e0bc184253fba98ef543b1408f51e021e474ec5946,65f7c9768702405a920560b3e7a62030ebc0f4568bee43c1ec16c8a0fc087bbe,changed_under_approved_two_year_episode_window,partial_chain_on_preserved_inputs; final_adjudication_stops_for_unreconciled_manual_decisions,2026-09-07
multicard_same_episode_edges.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_same_episode_edges.csv,a1d0ab5b6a3b070c6b7a1690b1de794d23fc5ec482dbab8f8b61ae9c344b70ea,cea7a7818d07864974e2e5d0d4ba32fb2d6de60c0b381c022e10cd9b594398b3,changed_under_approved_two_year_episode_window,partial_chain_on_preserved_inputs; final_adjudication_stops_for_unreconciled_manual_decisions,2026-09-07
residential_project_candidate_inventory.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_project_candidate_inventory.csv,8278b02f6c4b5b7d8cca584e65cb6e597ef7e8963efeecde2e4d2db28fe2efc5,5144ce1ed99786b825c3addd44e0a466d7bd8f01442d8a7b6415da5e6f731cc6,fresh_assessor_history_changes; see current_assessor_classification_changes.csv,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
residential_project_history_summary.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_project_history_summary.csv,52846cd0b52069e3097bb1ca814385550b78b81bd46cc87d0c0a35f59443e37e,14ca1b9afa3a72833a5e696fc138fa09bd63d19909b0e64ae4284cbdb30b697f,fresh_assessor_history_changes; see current_assessor_classification_changes.csv,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
residential_fractional_base_groups.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_fractional_base_groups.csv,41c17a6304c28c6fd7a5d2c989a823e423b36ed14a47c253ee6ac776db94538f,41c17a6304c28c6fd7a5d2c989a823e423b36ed14a47c253ee6ac776db94538f,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
residential_tieback_groups_full.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_tieback_groups_full.csv,2a6f4a6d93ece0d83e5ebcfec727c9226cd60e8dcb74246099348af3e8708901,10211dba71df5c45d8e8477f6b040c1db4caf85da34e344b0553d1275d9646a3,fresh_assessor_history_changes; see current_assessor_classification_changes.csv,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
residential_tieback_members_full.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_tieback_members_full.csv,9dd3db570f9ddde21bb8ba895513af1b5f444da8ec7d6321d4cd49186efddfd9,de1b057eeec144ab8882fcc9a9fdd624e9dfee1cd3d46fb2e6d8adbafce717d1,fresh_assessor_history_changes; see current_assessor_classification_changes.csv,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
residential_multicard_cards.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_multicard_cards.csv,9cb15d86b42efb5525044717e8689f21a55c8c43abedfa97e302a835d01fcbea,baae1233fcaa79f4e25e13be066449401512d7b2109a1a9b55aa2a6ab710ac83,fresh_assessor_history_changes; see current_assessor_classification_changes.csv,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_footprint_evidence.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_footprint_evidence.csv,837558bccb52245e8cd3dc25e6d58aa42eaf5db6a6665bc8ec8409a939f98d07,837558bccb52245e8cd3dc25e6d58aa42eaf5db6a6665bc8ec8409a939f98d07,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
project_permit_chain_links.csv,tasks/audits/commercial_new_construction_sample_audit/output/project_permit_chain_links.csv,dabc50a3d6578b30324d88edd20e0246403599cd5d9abcf79235a2b6c2850048,dabc50a3d6578b30324d88edd20e0246403599cd5d9abcf79235a2b6c2850048,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
project_permit_chain_unit_mentions.csv,tasks/audits/commercial_new_construction_sample_audit/output/project_permit_chain_unit_mentions.csv,d3aceb65dbd4869339fe6f1d3ac70e1409eb561320df7a5a7e23093334b5adb2,d3aceb65dbd4869339fe6f1d3ac70e1409eb561320df7a5a7e23093334b5adb2,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
project_permit_chain_summary.csv,tasks/audits/commercial_new_construction_sample_audit/output/project_permit_chain_summary.csv,b415ebeadc766a9df6e6f27dc9a04bda8e9dbcb95e6f1cdaf3e0fcb4832f1ea0,b415ebeadc766a9df6e6f27dc9a04bda8e9dbcb95e6f1cdaf3e0fcb4832f1ea0,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_new_construction_audit_ledger.csv,tasks/audits/commercial_new_construction_sample_audit/output/final_new_construction_audit_ledger.csv,8427b17255bb911fba5e90f2620d3016a466a793c5ad9af9917918bb1a566997,753727ecb0694894904e045b47d2fbec5c81b1372cbb73edf53ab46daa5dffce,known_commercial_land_correction_propagated,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_recovered_missing_project_dedupe_screen.csv,tasks/audits/commercial_new_construction_sample_audit/output/final_recovered_missing_project_dedupe_screen.csv,9ebc7f919ffac28a3a2127938cd2f21b9b921cf4f3d6a8ac7854d22962386e0c,9ebc7f919ffac28a3a2127938cd2f21b9b921cf4f3d6a8ac7854d22962386e0c,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_recovered_missing_project_pair_screen.csv,tasks/audits/commercial_new_construction_sample_audit/output/final_recovered_missing_project_pair_screen.csv,457801ea069fe79f639f0d2100bc53f942c497ea0e48952f7e96a2ff8bb748a9,457801ea069fe79f639f0d2100bc53f942c497ea0e48952f7e96a2ff8bb748a9,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_residual_permit_chain_dispositions.csv,tasks/audits/commercial_new_construction_sample_audit/output/final_residual_permit_chain_dispositions.csv,96b5078af90ff87680d3083b5d31940938ba3b571284dfe62ccb150edfd1fd10,96b5078af90ff87680d3083b5d31940938ba3b571284dfe62ccb150edfd1fd10,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_new_construction_boundary_scope.csv,tasks/audits/commercial_new_construction_sample_audit/output/final_new_construction_boundary_scope.csv,c9009a328cb81e0ad75ca5e422281004a8ccf10243b52c21673be65a5bdc254b,7a854878cd97b6ccc55bc97d9b02c06f4468ba52e207c6623b2819194ce3fb71,known_commercial_land_correction_propagated,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_successor_condo_requests.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_successor_condo_requests.csv,24e889381ff9de672be170a13e690d2de0f0bcb39a6fa7e9b2fb749f67c08281,24e889381ff9de672be170a13e690d2de0f0bcb39a6fa7e9b2fb749f67c08281,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
multicard_successor_condo_links.csv,tasks/audits/commercial_new_construction_sample_audit/output/multicard_successor_condo_links.csv,63a3c72d5046781f596930728c6e75075526c79fd8f4b25c252d267a2e86e08e,63a3c72d5046781f596930728c6e75075526c79fd8f4b25c252d267a2e86e08e,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_residential_project_ledger.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_residential_project_ledger.csv,22fdcb3a9db445176f38d2784b4b028a85b46ef0f7eda441407fe625bea1191a,22fdcb3a9db445176f38d2784b4b028a85b46ef0f7eda441407fe625bea1191a,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_residential_project_components_final.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_residential_project_components_final.csv,0f2446f47458190ecdf016739522e4d95285e9e40e76c00679ab6255c86d400a,0f2446f47458190ecdf016739522e4d95285e9e40e76c00679ab6255c86d400a,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_residential_boundary_scope.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_residential_boundary_scope.csv,d05d02e55668383aedb30b5f56f60d27595de501c8f0cec629fce5c94f530674,d05d02e55668383aedb30b5f56f60d27595de501c8f0cec629fce5c94f530674,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_new_construction_project_ledger.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_new_construction_project_ledger.csv,0b06357d4c4b0aa7b37b6f41daa30b19c29a69a0e86c0f1a7ec0b9eb6f7785d4,0b06357d4c4b0aa7b37b6f41daa30b19c29a69a0e86c0f1a7ec0b9eb6f7785d4,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_new_construction_project_components.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_new_construction_project_components.csv,a3305f33c0a4e1809ef5f408bb446610b2a4b59706de96e1b27e77d96584d616,a3305f33c0a4e1809ef5f408bb446610b2a4b59706de96e1b27e77d96584d616,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_new_construction_boundary_scope.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_new_construction_boundary_scope.csv,3176c8dd6af83ccf798b633437185a9b894aa71e29868fc03ec23d2d7bd3f205,3176c8dd6af83ccf798b633437185a9b894aa71e29868fc03ec23d2d7bd3f205,byte_identical,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
preferred_density_model_production_card_input.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_density_model_production_card_input.csv,1bec6b192169a086574076394ecbf5792f5f15151f8050a52260ae5f7188cd25,5be26dbed0badb37ea35bc216e68306ee19e8233932a4294feddd25fc08024a7,current_scores_monthly_panel_and_known_commercial_land_correction,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
final_density_model_input.csv,tasks/audits/commercial_new_construction_sample_audit/output/final_density_model_input.csv,39d6d431004689688d4d67f54fe4876f2066a8a3d96b25e98c72530ea751d551,1d586f3e12b325e01dbc6f7dddb0bf742b9c02a009aeeed870638ea21f727ecc,current_scores_monthly_panel_and_known_commercial_land_correction,stage_or_partial_chain_on_preserved_upstream_projects,2026-09-04
commercial_land_adjudication_evidence.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_land_adjudication_evidence.csv,43aeb37e011b1a7f3a36749e1b5256a9419c16ef74b72187d319efa77df94acd,43aeb37e011b1a7f3a36749e1b5256a9419c16ef74b72187d319efa77df94acd,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_unit_adjudication_evidence.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_unit_adjudication_evidence.csv,93cfc53baf4a6073411bb7d6e7592c1362c0e96409a70a5dfb64e5435f7cccab,93cfc53baf4a6073411bb7d6e7592c1362c0e96409a70a5dfb64e5435f7cccab,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_address_permit_history.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_address_permit_history.csv,cd3ea87b0d401e35afcdb9c97c81998c64b06faa5f9883cb5c11ec4f97cfd661,cd3ea87b0d401e35afcdb9c97c81998c64b06faa5f9883cb5c11ec4f97cfd661,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_residential_history_evidence.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_residential_history_evidence.csv,47a273cd9caf1779f2808e814ec01aef377d828f5cd725ccf1f9f237c25f3edd,47a273cd9caf1779f2808e814ec01aef377d828f5cd725ccf1f9f237c25f3edd,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
new_construction_spatial_permit_matches.csv,tasks/audits/commercial_new_construction_sample_audit/output/new_construction_spatial_permit_matches.csv,9260833c28c9c0c9154dbaa740f3a462201bdbbfd1beec7a9b6028148f1e7ea0,9260833c28c9c0c9154dbaa740f3a462201bdbbfd1beec7a9b6028148f1e7ea0,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
residential_unresolved_accepted_episode_geometry_coverage.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_unresolved_accepted_episode_geometry_coverage.csv,414993c9549326967ef82674dca9bab95c970271774380c6a6526c39d73fd694,414993c9549326967ef82674dca9bab95c970271774380c6a6526c39d73fd694,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_post_evidence_resolution.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_post_evidence_resolution.csv,2dd13f97bf7db84f610d146c72228bab09623512313bb27bced985ed28c0b4f1,2dd13f97bf7db84f610d146c72228bab09623512313bb27bced985ed28c0b4f1,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_projects.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_projects.csv,2f218b3bd3e7f3332b16a192e608128139b951e4dd9c4acb292efff9e5db4098,2f218b3bd3e7f3332b16a192e608128139b951e4dd9c4acb292efff9e5db4098,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_source_disposition.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_source_disposition.csv,18d97f224446706d4cbc370ebc90b953e188e0394b64a04a0c7dca28ff2d4f85,18d97f224446706d4cbc370ebc90b953e188e0394b64a04a0c7dca28ff2d4f85,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_project_ledger.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_project_ledger.csv,9ae282ab2f37bf9ced6fe0cf8d40bcf1575988828f41b1999f0245e0ab52aa2b,9ae282ab2f37bf9ced6fe0cf8d40bcf1575988828f41b1999f0245e0ab52aa2b,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_project_component_locations.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_project_component_locations.csv,7be1abc9939456079a2d66f9734c264049b164303b6e5a5e894bbdad3b95b641,7be1abc9939456079a2d66f9734c264049b164303b6e5a5e894bbdad3b95b641,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_boundary_scope.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_boundary_scope.csv,c31dbe1c899293c6251f5f9a57dfeaa51b52f4eee169d9a60f1f89d796aa00d7,c31dbe1c899293c6251f5f9a57dfeaa51b52f4eee169d9a60f1f89d796aa00d7,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
residential_tieback_temporal_lineage_evidence.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_tieback_temporal_lineage_evidence.csv,d55bf960c76cec1857f99f99c8fa6721d4c06291da22da46f29d39c86bc70c81,b510873fb14e0eaf9cfd43079de5177a1f4dcb7fe4fecf83d011fcbdb9b20ef3,fresh_assessor_history_requires_reconciliation,stage_on_preserved_upstream_projects,2026-09-04
residential_tieback_temporal_snapshots.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_tieback_temporal_snapshots.csv,aa03ee834d5bf4cd29de562af4be97a96c87a9368772d245b1807402250a3ed3,eac80e87c8c9db4f61e7afb0856808b8a9cdb2b6a656da70b62a93cf958eea99,fresh_assessor_history_requires_reconciliation,stage_on_preserved_upstream_projects,2026-09-04
preferred_residential_project_candidates.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_residential_project_candidates.csv,058a83c97b8689ed68d33cc5d0eb0c2cac08bdb884bfbe15b69478b132955b50,9e90c9f7e2e197d9174ac340b28eb56549c9fa0627c287ee6931ea6619f24fa7,fresh_assessor_history_requires_reconciliation,stage_on_preserved_upstream_projects,2026-09-04
preferred_residential_project_components.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_residential_project_components.csv,098b67ddad60eb06ea82726464f432d9cf523080e57bbee5112f9fa8851cd4f4,098b67ddad60eb06ea82726464f432d9cf523080e57bbee5112f9fa8851cd4f4,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
residential_adjudication_queue.csv,tasks/audits/commercial_new_construction_sample_audit/output/residential_adjudication_queue.csv,ccc5a024fa47319eba4a0b23fac58ab7152493ef308b7fae720e1927cb76ae27,d4afb17aadbbc48600886afcbfdaf47d4126791128765d2e8dbb257bc9fc60f9,fresh_assessor_history_requires_reconciliation,stage_on_preserved_upstream_projects,2026-09-04
commercial_entity_version_candidates.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_entity_version_candidates.csv,cf849d22d10894bdf6df5e020bdf54ca1c38e6591b037e38d2927faf6a98c760,cf849d22d10894bdf6df5e020bdf54ca1c38e6591b037e38d2927faf6a98c760,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_address_family_candidates.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_address_family_candidates.csv,343ef14b2d0c91086de2bc6f98f1c02ca972ff641c85d402178ffe573fc9fde5,343ef14b2d0c91086de2bc6f98f1c02ca972ff641c85d402178ffe573fc9fde5,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_entity_component_candidates.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_entity_component_candidates.csv,64212708d8bb6da86d4dd7430d907e2cce1d1a1ed6cfbd71972633a57ad65e8c,64212708d8bb6da86d4dd7430d907e2cce1d1a1ed6cfbd71972633a57ad65e8c,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_family_vintage_summary.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_family_vintage_summary.csv,8aef24e3acf5614b66b1014a75f1bbae41abbb07d865d2c3091290e9956f78c7,edaf8efda572bfaf511344fa71097eda011bfe8162a3ed62bfedf2500ec3416f,source_conflict_values_restored_decisions_unchanged,stage_on_preserved_upstream_projects,2026-09-04
commercial_production_family_members.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_production_family_members.csv,a74d82f4c444ad20f1fed325079a473c47939b6ce35bb0fe98247ffad9ddd1d8,a74d82f4c444ad20f1fed325079a473c47939b6ce35bb0fe98247ffad9ddd1d8,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
commercial_project_family_review.csv,tasks/audits/commercial_new_construction_sample_audit/output/commercial_project_family_review.csv,cc81766390c198836635cd0bb38edcee39bd6b3b1b6a65b901d5bd5ab63567a8,cc81766390c198836635cd0bb38edcee39bd6b3b1b6a65b901d5bd5ab63567a8,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
new_construction_exact_permit_matches.csv,tasks/audits/commercial_new_construction_sample_audit/output/new_construction_exact_permit_matches.csv,fd868f37e345077dee6bbdb3cf8a9e0a65322dfb4eec3a5aca48c9b7eb95ab42,fd868f37e345077dee6bbdb3cf8a9e0a65322dfb4eec3a5aca48c9b7eb95ab42,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
new_construction_permit_unit_mentions.csv,tasks/audits/commercial_new_construction_sample_audit/output/new_construction_permit_unit_mentions.csv,2571fb388f2221bfd97cc0a6623ffd7522c7d2fe97d8d519cd45924976ce5e9d,2571fb388f2221bfd97cc0a6623ffd7522c7d2fe97d8d519cd45924976ce5e9d,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
new_construction_project_components.csv,tasks/audits/commercial_new_construction_sample_audit/output/new_construction_project_components.csv,32890d85e135eb35a87aedbc02c5ec9757bd9f17ce7686e7a6d6f2e6f63d78c2,32890d85e135eb35a87aedbc02c5ec9757bd9f17ce7686e7a6d6f2e6f63d78c2,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_project_candidates.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_project_candidates.csv,02750bfd88b50ea09086167c421de294db390e599f5897a699b115cef4d0115e,02750bfd88b50ea09086167c421de294db390e599f5897a699b115cef4d0115e,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
preferred_commercial_project_components.csv,tasks/audits/commercial_new_construction_sample_audit/output/preferred_commercial_project_components.csv,cbe9d39db1740e245c04f997c32ca2bc6b5f8a8ba65f8c343a3fb15b33ea3ced,cbe9d39db1740e245c04f997c32ca2bc6b5f8a8ba65f8c343a3fb15b33ea3ced,byte_identical,stage_on_preserved_upstream_projects,2026-09-04
